,date,zone,new_cases
1703,2020-06-19,zone_4,106
1704,2020-06-19,zone_5,82
1705,2020-06-19,zone_6,163
1706,2020-06-19,zone_7,45
1707,2020-06-19,zone_8,212
1708,2020-06-19,zone_9,48
1709,2020-06-19,zone_10,83
1710,2020-06-20,zone_1,57
1711,2020-06-20,zone_2,170
1712,2020-06-20,zone_3,48
1713,2020-06-20,zone_4,121
1714,2020-06-20,zone_5,96
1715,2020-06-20,zone_6,174
1716,2020-06-20,zone_7,49
1717,2020-06-20,zone_8,219
1718,2020-06-20,zone_9,40
1719,2020-06-20,zone_10,48
1720,2020-06-21,zone_1,64
1721,2020-06-21,zone_2,183
1722,2020-06-21,zone_3,45
1723,2020-06-21,zone_4,114
1724,2020-06-21,zone_5,77
1725,2020-06-21,zone_6,200
1726,2020-06-21,zone_7,50
1727,2020-06-21,zone_8,203
1728,2020-06-21,zone_9,30
1729,2020-06-21,zone_10,61
1730,2020-06-22,zone_1,55
1731,2020-06-22,zone_2,176
1732,2020-06-22,zone_3,53
1733,2020-06-22,zone_4,101
1734,2020-06-22,zone_5,157
1735,2020-06-22,zone_6,214
1736,2020-06-22,zone_7,58
1737,2020-06-22,zone_8,211
1738,2020-06-22,zone_9,39
1739,2020-06-22,zone_10,63
1740,2020-06-23,zone_1,69
1741,2020-06-23,zone_2,183
1742,2020-06-23,zone_3,63
1743,2020-06-23,zone_4,87
1744,2020-06-23,zone_5,173
1745,2020-06-23,zone_6,239
1746,2020-06-23,zone_7,63
1747,2020-06-23,zone_8,197
1748,2020-06-23,zone_9,40
1749,2020-06-23,zone_10,56
1750,2020-06-24,zone_1,56
1751,2020-06-24,zone_2,186
1752,2020-06-24,zone_3,50
1753,2020-06-24,zone_4,110
1754,2020-06-24,zone_5,87
1755,2020-06-24,zone_6,175
1756,2020-06-24,zone_7,39
1757,2020-06-24,zone_8,218
1758,2020-06-24,zone_9,28
1759,2020-06-24,zone_10,64
1760,2020-06-25,zone_1,47
1761,2020-06-25,zone_2,168
1762,2020-06-25,zone_3,46
1763,2020-06-25,zone_4,119
1764,2020-06-25,zone_5,87
1765,2020-06-25,zone_6,180
1766,2020-06-25,zone_7,48
1767,2020-06-25,zone_8,199
1768,2020-06-25,zone_9,44
1769,2020-06-25,zone_10,57
1770,2020-06-26,zone_1,61
1771,2020-06-26,zone_2,167
1772,2020-06-26,zone_3,52
1773,2020-06-26,zone_4,107
1774,2020-06-26,zone_5,88
1775,2020-06-26,zone_6,178
1776,2020-06-26,zone_7,46
1777,2020-06-26,zone_8,213
1778,2020-06-26,zone_9,43
1779,2020-06-26,zone_10,50
1780,2020-06-27,zone_1,63
1781,2020-06-27,zone_2,182
1782,2020-06-27,zone_3,68
1783,2020-06-27,zone_4,113
1784,2020-06-27,zone_5,84
1785,2020-06-27,zone_6,172
1786,2020-06-27,zone_7,55
1787,2020-06-27,zone_8,216
1788,2020-06-27,zone_9,34
1789,2020-06-27,zone_10,55
1790,2020-06-28,zone_1,41
1791,2020-06-28,zone_2,185
1792,2020-06-28,zone_3,64
1793,2020-06-28,zone_4,124
1794,2020-06-28,zone_5,87
1795,2020-06-28,zone_6,185
1796,2020-06-28,zone_7,37
1797,2020-06-28,zone_8,214
1798,2020-06-28,zone_9,45
1799,2020-06-28,zone_10,52
1800,2020-06-29,zone_1,54
1801,2020-06-29,zone_2,161
1802,2020-06-29,zone_3,60
1803,2020-06-29,zone_4,115
1804,2020-06-29,zone_5,78
1805,2020-06-29,zone_6,187
1806,2020-06-29,zone_7,74
1807,2020-06-29,zone_8,218
1808,2020-06-29,zone_9,30
1809,2020-06-29,zone_10,63
1810,2020-06-30,zone_1,63
1811,2020-06-30,zone_2,199
1812,2020-06-30,zone_3,61
1813,2020-06-30,zone_4,107
1814,2020-06-30,zone_5,68
1815,2020-06-30,zone_6,180
1816,2020-06-30,zone_7,59
1817,2020-06-30,zone_8,200
1818,2020-06-30,zone_9,42
1819,2020-06-30,zone_10,47
1820,2020-07-01,zone_1,53
1821,2020-07-01,zone_2,194
1822,2020-07-01,zone_3,66
1823,2020-07-01,zone_4,134
1824,2020-07-01,zone_5,96
1825,2020-07-01,zone_6,170
1826,2020-07-01,zone_7,40
1827,2020-07-01,zone_8,200
1828,2020-07-01,zone_9,39
1829,2020-07-01,zone_10,68
1830,2020-07-02,zone_1,64
1831,2020-07-02,zone_2,208
1832,2020-07-02,zone_3,46
1833,2020-07-02,zone_4,111
1834,2020-07-02,zone_5,91
1835,2020-07-02,zone_6,176
1836,2020-07-02,zone_7,45
1837,2020-07-02,zone_8,219
1838,2020-07-02,zone_9,40
1839,2020-07-02,zone_10,50
1840,2020-07-03,zone_1,52
1841,2020-07-03,zone_2,187
1842,2020-07-03,zone_3,54
1843,2020-07-03,zone_4,116
1844,2020-07-03,zone_5,88
1845,2020-07-03,zone_6,188
1846,2020-07-03,zone_7,53
1847,2020-07-03,zone_8,199
1848,2020-07-03,zone_9,67
1849,2020-07-03,zone_10,60
1850,2020-07-04,zone_1,43
1851,2020-07-04,zone_2,191
1852,2020-07-04,zone_3,59
1853,2020-07-04,zone_4,126
1854,2020-07-04,zone_5,89
1855,2020-07-04,zone_6,193
1856,2020-07-04,zone_7,51
1857,2020-07-04,zone_8,219
1858,2020-07-04,zone_9,40
1859,2020-07-04,zone_10,64
1860,2020-07-05,zone_1,50
1861,2020-07-05,zone_2,199
1862,2020-07-05,zone_3,59
1863,2020-07-05,zone_4,113
1864,2020-07-05,zone_5,82
1865,2020-07-05,zone_6,208
1866,2020-07-05,zone_7,52
1867,2020-07-05,zone_8,222
1868,2020-07-05,zone_9,29
1869,2020-07-05,zone_10,55
1870,2020-07-06,zone_1,55
1871,2020-07-06,zone_2,216
1872,2020-07-06,zone_3,55
1873,2020-07-06,zone_4,141
1874,2020-07-06,zone_5,103
1875,2020-07-06,zone_6,187
1876,2020-07-06,zone_7,60
1877,2020-07-06,zone_8,210
1878,2020-07-06,zone_9,38
1879,2020-07-06,zone_10,67
1880,2020-07-07,zone_1,67
1881,2020-07-07,zone_2,200
1882,2020-07-07,zone_3,49
1883,2020-07-07,zone_4,120
1884,2020-07-07,zone_5,73
1885,2020-07-07,zone_6,183
1886,2020-07-07,zone_7,56
1887,2020-07-07,zone_8,206
1888,2020-07-07,zone_9,53
1889,2020-07-07,zone_10,44
1890,2020-07-08,zone_1,72
1891,2020-07-08,zone_2,213
1892,2020-07-08,zone_3,60
1893,2020-07-08,zone_4,105
1894,2020-07-08,zone_5,96
1895,2020-07-08,zone_6,191
1896,2020-07-08,zone_7,52
1897,2020-07-08,zone_8,205
1898,2020-07-08,zone_9,58
1899,2020-07-08,zone_10,68
1900,2020-07-09,zone_1,57
1901,2020-07-09,zone_2,213
1902,2020-07-09,zone_3,69
1903,2020-07-09,zone_4,130
1904,2020-07-09,zone_5,93
1905,2020-07-09,zone_6,176
1906,2020-07-09,zone_7,61
1907,2020-07-09,zone_8,231
1908,2020-07-09,zone_9,41
1909,2020-07-09,zone_10,55
1910,2020-07-10,zone_1,57
1911,2020-07-10,zone_2,190
1912,2020-07-10,zone_3,62
1913,2020-07-10,zone_4,119
1914,2020-07-10,zone_5,96
1915,2020-07-10,zone_6,202
1916,2020-07-10,zone_7,49
1917,2020-07-10,zone_8,219
1918,2020-07-10,zone_9,44
1919,2020-07-10,zone_10,75
1920,2020-07-11,zone_1,68
1921,2020-07-11,zone_2,226
1922,2020-07-11,zone_3,62
1923,2020-07-11,zone_4,130
1924,2020-07-11,zone_5,91
1925,2020-07-11,zone_6,180
1926,2020-07-11,zone_7,50
1927,2020-07-11,zone_8,229
1928,2020-07-11,zone_9,42
1929,2020-07-11,zone_10,59
1930,2020-07-12,zone_1,48
1931,2020-07-12,zone_2,230
1932,2020-07-12,zone_3,67
1933,2020-07-12,zone_4,106
1934,2020-07-12,zone_5,91
1935,2020-07-12,zone_6,175
1936,2020-07-12,zone_7,56
1937,2020-07-12,zone_8,233
1938,2020-07-12,zone_9,44
1939,2020-07-12,zone_10,66
1940,2020-07-13,zone_1,55
1941,2020-07-13,zone_2,180
1942,2020-07-13,zone_3,69
1943,2020-07-13,zone_4,115
1944,2020-07-13,zone_5,109
1945,2020-07-13,zone_6,173
1946,2020-07-13,zone_7,47
1947,2020-07-13,zone_8,208
1948,2020-07-13,zone_9,37
1949,2020-07-13,zone_10,59
1950,2020-07-14,zone_1,65
1951,2020-07-14,zone_2,188
1952,2020-07-14,zone_3,69
1953,2020-07-14,zone_4,109
1954,2020-07-14,zone_5,88
1955,2020-07-14,zone_6,204
1956,2020-07-14,zone_7,76
1957,2020-07-14,zone_8,214
1958,2020-07-14,zone_9,47
1959,2020-07-14,zone_10,71
1960,2020-07-15,zone_1,63
1961,2020-07-15,zone_2,197
1962,2020-07-15,zone_3,59
1963,2020-07-15,zone_4,125
1964,2020-07-15,zone_5,81
1965,2020-07-15,zone_6,213
1966,2020-07-15,zone_7,44
1967,2020-07-15,zone_8,212
1968,2020-07-15,zone_9,48
1969,2020-07-15,zone_10,50
1970,2020-07-16,zone_1,58
1971,2020-07-16,zone_2,200
1972,2020-07-16,zone_3,79
1973,2020-07-16,zone_4,147
1974,2020-07-16,zone_5,98
1975,2020-07-16,zone_6,195
1976,2020-07-16,zone_7,81
1977,2020-07-16,zone_8,240
1978,2020-07-16,zone_9,37
1979,2020-07-16,zone_10,54
1980,2020-07-17,zone_1,53
1981,2020-07-17,zone_2,187
1982,2020-07-17,zone_3,53
1983,2020-07-17,zone_4,133
1984,2020-07-17,zone_5,76
1985,2020-07-17,zone_6,200
1986,2020-07-17,zone_7,58
1987,2020-07-17,zone_8,219
1988,2020-07-17,zone_9,38
1989,2020-07-17,zone_10,47
1990,2020-07-18,zone_1,59
1991,2020-07-18,zone_2,219
1992,2020-07-18,zone_3,58
1993,2020-07-18,zone_4,125
1994,2020-07-18,zone_5,116
1995,2020-07-18,zone_6,200
1996,2020-07-18,zone_7,78
1997,2020-07-18,zone_8,210
1998,2020-07-18,zone_9,40
1999,2020-07-18,zone_10,64
2000,2020-07-19,zone_1,51
2001,2020-07-19,zone_2,234
2002,2020-07-19,zone_3,50
2003,2020-07-19,zone_4,124
2004,2020-07-19,zone_5,79
2005,2020-07-19,zone_6,328
2006,2020-07-19,zone_7,60
2007,2020-07-19,zone_8,232
2008,2020-07-19,zone_9,58
2009,2020-07-19,zone_10,60
2010,2020-07-20,zone_1,62
2011,2020-07-20,zone_2,186
2012,2020-07-20,zone_3,73
2013,2020-07-20,zone_4,116
2014,2020-07-20,zone_5,106
2015,2020-07-20,zone_6,202
2016,2020-07-20,zone_7,50
2017,2020-07-20,zone_8,228
2018,2020-07-20,zone_9,54
2019,2020-07-20,zone_10,112
2020,2020-07-21,zone_1,59
2021,2020-07-21,zone_2,201
2022,2020-07-21,zone_3,71
2023,2020-07-21,zone_4,125
2024,2020-07-21,zone_5,90
2025,2020-07-21,zone_6,199
2026,2020-07-21,zone_7,56
2027,2020-07-21,zone_8,215
2028,2020-07-21,zone_9,45
2029,2020-07-21,zone_10,61
2030,2020-07-22,zone_1,61
2031,2020-07-22,zone_2,213
2032,2020-07-22,zone_3,74
2033,2020-07-22,zone_4,131
2034,2020-07-22,zone_5,163
2035,2020-07-22,zone_6,378
2036,2020-07-22,zone_7,55
2037,2020-07-22,zone_8,231
2038,2020-07-22,zone_9,45
2039,2020-07-22,zone_10,75
2040,2020-07-23,zone_1,61
2041,2020-07-23,zone_2,184
2042,2020-07-23,zone_3,63
2043,2020-07-23,zone_4,139
2044,2020-07-23,zone_5,101
2045,2020-07-23,zone_6,223
2046,2020-07-23,zone_7,58
2047,2020-07-23,zone_8,264
2048,2020-07-23,zone_9,44
2049,2020-07-23,zone_10,62
2050,2020-07-24,zone_1,54
2051,2020-07-24,zone_2,208
2052,2020-07-24,zone_3,57
2053,2020-07-24,zone_4,122
2054,2020-07-24,zone_5,113
2055,2020-07-24,zone_6,201
2056,2020-07-24,zone_7,66
2057,2020-07-24,zone_8,227
2058,2020-07-24,zone_9,39
2059,2020-07-24,zone_10,65
2060,2020-07-25,zone_1,61
2061,2020-07-25,zone_2,229
2062,2020-07-25,zone_3,84
2063,2020-07-25,zone_4,130
2064,2020-07-25,zone_5,119
2065,2020-07-25,zone_6,189
2066,2020-07-25,zone_7,75
2067,2020-07-25,zone_8,246
2068,2020-07-25,zone_9,36
2069,2020-07-25,zone_10,65
2070,2020-07-26,zone_1,62
2071,2020-07-26,zone_2,223
2072,2020-07-26,zone_3,61
2073,2020-07-26,zone_4,225
2074,2020-07-26,zone_5,105
2075,2020-07-26,zone_6,218
2076,2020-07-26,zone_7,61
2077,2020-07-26,zone_8,302
2078,2020-07-26,zone_9,60
2079,2020-07-26,zone_10,51
2080,2020-07-27,zone_1,74
2081,2020-07-27,zone_2,243
2082,2020-07-27,zone_3,66
2083,2020-07-27,zone_4,110
2084,2020-07-27,zone_5,118
2085,2020-07-27,zone_6,230
2086,2020-07-27,zone_7,45
2087,2020-07-27,zone_8,268
2088,2020-07-27,zone_9,47
2089,2020-07-27,zone_10,73
2090,2020-07-28,zone_1,67
2091,2020-07-28,zone_2,200
2092,2020-07-28,zone_3,81
2093,2020-07-28,zone_4,122
2094,2020-07-28,zone_5,111
2095,2020-07-28,zone_6,232
2096,2020-07-28,zone_7,60
2097,2020-07-28,zone_8,240
2098,2020-07-28,zone_9,47
2099,2020-07-28,zone_10,66
2100,2020-07-29,zone_1,63
2101,2020-07-29,zone_2,232
2102,2020-07-29,zone_3,59
2103,2020-07-29,zone_4,130
2104,2020-07-29,zone_5,105
2105,2020-07-29,zone_6,217
2106,2020-07-29,zone_7,60
2107,2020-07-29,zone_8,240
2108,2020-07-29,zone_9,42
2109,2020-07-29,zone_10,59
2110,2020-07-30,zone_1,61
2111,2020-07-30,zone_2,205
2112,2020-07-30,zone_3,57
2113,2020-07-30,zone_4,125
2114,2020-07-30,zone_5,116
2115,2020-07-30,zone_6,210
2116,2020-07-30,zone_7,57
2117,2020-07-30,zone_8,259
2118,2020-07-30,zone_9,35
2119,2020-07-30,zone_10,79
2120,2020-07-31,zone_1,58
2121,2020-07-31,zone_2,225
2122,2020-07-31,zone_3,72
2123,2020-07-31,zone_4,226
2124,2020-07-31,zone_5,86
2125,2020-07-31,zone_6,214
2126,2020-07-31,zone_7,71
2127,2020-07-31,zone_8,253
2128,2020-07-31,zone_9,30
2129,2020-07-31,zone_10,61
2130,2020-08-01,zone_1,74
2131,2020-08-01,zone_2,202
2132,2020-08-01,zone_3,67
2133,2020-08-01,zone_4,120
2134,2020-08-01,zone_5,119
2135,2020-08-01,zone_6,232
2136,2020-08-01,zone_7,62
2137,2020-08-01,zone_8,239
2138,2020-08-01,zone_9,45
2139,2020-08-01,zone_10,53
2140,2020-08-02,zone_1,71
2141,2020-08-02,zone_2,211
2142,2020-08-02,zone_3,68
2143,2020-08-02,zone_4,109
2144,2020-08-02,zone_5,106
2145,2020-08-02,zone_6,225
2146,2020-08-02,zone_7,56
2147,2020-08-02,zone_8,235
2148,2020-08-02,zone_9,46
2149,2020-08-02,zone_10,61
2150,2020-08-03,zone_1,64
2151,2020-08-03,zone_2,225
2152,2020-08-03,zone_3,70
2153,2020-08-03,zone_4,142
2154,2020-08-03,zone_5,108
2155,2020-08-03,zone_6,219
2156,2020-08-03,zone_7,49
2157,2020-08-03,zone_8,252
2158,2020-08-03,zone_9,81
2159,2020-08-03,zone_10,70
2160,2020-08-04,zone_1,70
2161,2020-08-04,zone_2,236
2162,2020-08-04,zone_3,65
2163,2020-08-04,zone_4,174
2164,2020-08-04,zone_5,103
2165,2020-08-04,zone_6,235
2166,2020-08-04,zone_7,57
2167,2020-08-04,zone_8,255
2168,2020-08-04,zone_9,43
2169,2020-08-04,zone_10,67
2170,2020-08-05,zone_1,70
2171,2020-08-05,zone_2,226
2172,2020-08-05,zone_3,61
2173,2020-08-05,zone_4,122
2174,2020-08-05,zone_5,93
2175,2020-08-05,zone_6,229
2176,2020-08-05,zone_7,66
2177,2020-08-05,zone_8,243
2178,2020-08-05,zone_9,48
2179,2020-08-05,zone_10,64
2180,2020-08-06,zone_1,79
2181,2020-08-06,zone_2,224
2182,2020-08-06,zone_3,72
2183,2020-08-06,zone_4,139
2184,2020-08-06,zone_5,112
2185,2020-08-06,zone_6,219
2186,2020-08-06,zone_7,61
2187,2020-08-06,zone_8,256
2188,2020-08-06,zone_9,48
2189,2020-08-06,zone_10,68
2190,2020-08-07,zone_1,77
2191,2020-08-07,zone_2,249
2192,2020-08-07,zone_3,70
2193,2020-08-07,zone_4,124
2194,2020-08-07,zone_5,105
2195,2020-08-07,zone_6,250
2196,2020-08-07,zone_7,65
2197,2020-08-07,zone_8,236
2198,2020-08-07,zone_9,44
2199,2020-08-07,zone_10,77
2200,2020-08-08,zone_1,69
2201,2020-08-08,zone_2,220
2202,2020-08-08,zone_3,62
2203,2020-08-08,zone_4,147
2204,2020-08-08,zone_5,105
2205,2020-08-08,zone_6,194
2206,2020-08-08,zone_7,54
2207,2020-08-08,zone_8,238
2208,2020-08-08,zone_9,61
2209,2020-08-08,zone_10,70
2210,2020-08-09,zone_1,59
2211,2020-08-09,zone_2,248
2212,2020-08-09,zone_3,58
2213,2020-08-09,zone_4,142
2214,2020-08-09,zone_5,111
2215,2020-08-09,zone_6,234
2216,2020-08-09,zone_7,64
2217,2020-08-09,zone_8,262
2218,2020-08-09,zone_9,40
2219,2020-08-09,zone_10,84
2220,2020-08-10,zone_1,60
2221,2020-08-10,zone_2,224
2222,2020-08-10,zone_3,72
2223,2020-08-10,zone_4,147
2224,2020-08-10,zone_5,104
2225,2020-08-10,zone_6,210
2226,2020-08-10,zone_7,57
2227,2020-08-10,zone_8,250
2228,2020-08-10,zone_9,39
2229,2020-08-10,zone_10,76
2230,2020-08-11,zone_1,80
2231,2020-08-11,zone_2,240
2232,2020-08-11,zone_3,75
2233,2020-08-11,zone_4,227
2234,2020-08-11,zone_5,104
2235,2020-08-11,zone_6,210
2236,2020-08-11,zone_7,56
2237,2020-08-11,zone_8,225
2238,2020-08-11,zone_9,54
2239,2020-08-11,zone_10,78
2240,2020-08-12,zone_1,71
2241,2020-08-12,zone_2,250
2242,2020-08-12,zone_3,65
2243,2020-08-12,zone_4,158
2244,2020-08-12,zone_5,112
2245,2020-08-12,zone_6,229
2246,2020-08-12,zone_7,87
2247,2020-08-12,zone_8,287
2248,2020-08-12,zone_9,47
2249,2020-08-12,zone_10,79
2250,2020-08-13,zone_1,78
2251,2020-08-13,zone_2,226
2252,2020-08-13,zone_3,76
2253,2020-08-13,zone_4,138
2254,2020-08-13,zone_5,119
2255,2020-08-13,zone_6,195
2256,2020-08-13,zone_7,71
2257,2020-08-13,zone_8,243
2258,2020-08-13,zone_9,64
2259,2020-08-13,zone_10,133
2260,2020-08-14,zone_1,81
2261,2020-08-14,zone_2,235
2262,2020-08-14,zone_3,133
2263,2020-08-14,zone_4,124
2264,2020-08-14,zone_5,101
2265,2020-08-14,zone_6,235
2266,2020-08-14,zone_7,60
2267,2020-08-14,zone_8,240
2268,2020-08-14,zone_9,51
2269,2020-08-14,zone_10,62
2270,2020-08-15,zone_1,75
2271,2020-08-15,zone_2,262
2272,2020-08-15,zone_3,58
2273,2020-08-15,zone_4,151
2274,2020-08-15,zone_5,108
2275,2020-08-15,zone_6,232
2276,2020-08-15,zone_7,89
2277,2020-08-15,zone_8,274
2278,2020-08-15,zone_9,47
2279,2020-08-15,zone_10,74
2280,2020-08-16,zone_1,71
2281,2020-08-16,zone_2,483
2282,2020-08-16,zone_3,63
2283,2020-08-16,zone_4,113
2284,2020-08-16,zone_5,106
2285,2020-08-16,zone_6,243
2286,2020-08-16,zone_7,49
2287,2020-08-16,zone_8,247
2288,2020-08-16,zone_9,62
2289,2020-08-16,zone_10,70
2290,2020-08-17,zone_1,76
2291,2020-08-17,zone_2,275
2292,2020-08-17,zone_3,59
2293,2020-08-17,zone_4,135
2294,2020-08-17,zone_5,111
2295,2020-08-17,zone_6,229
2296,2020-08-17,zone_7,65
2297,2020-08-17,zone_8,278
2298,2020-08-17,zone_9,69
2299,2020-08-17,zone_10,80
2300,2020-08-18,zone_1,70
2301,2020-08-18,zone_2,230
2302,2020-08-18,zone_3,93
2303,2020-08-18,zone_4,135
2304,2020-08-18,zone_5,129
2305,2020-08-18,zone_6,242
2306,2020-08-18,zone_7,47
2307,2020-08-18,zone_8,265
2308,2020-08-18,zone_9,56
2309,2020-08-18,zone_10,70
2310,2020-08-19,zone_1,70
2311,2020-08-19,zone_2,244
2312,2020-08-19,zone_3,73
2313,2020-08-19,zone_4,150
2314,2020-08-19,zone_5,124
2315,2020-08-19,zone_6,216
2316,2020-08-19,zone_7,66
2317,2020-08-19,zone_8,371
2318,2020-08-19,zone_9,53
2319,2020-08-19,zone_10,73
2320,2020-08-20,zone_1,62
2321,2020-08-20,zone_2,234
2322,2020-08-20,zone_3,81
2323,2020-08-20,zone_4,159
2324,2020-08-20,zone_5,107
2325,2020-08-20,zone_6,241
2326,2020-08-20,zone_7,64
2327,2020-08-20,zone_8,247
2328,2020-08-20,zone_9,52
2329,2020-08-20,zone_10,70
2330,2020-08-21,zone_1,74
2331,2020-08-21,zone_2,248
2332,2020-08-21,zone_3,64
2333,2020-08-21,zone_4,143
2334,2020-08-21,zone_5,118
2335,2020-08-21,zone_6,245
2336,2020-08-21,zone_7,68
2337,2020-08-21,zone_8,280
2338,2020-08-21,zone_9,43
2339,2020-08-21,zone_10,68
2340,2020-08-22,zone_1,79
2341,2020-08-22,zone_2,266
2342,2020-08-22,zone_3,69
2343,2020-08-22,zone_4,142
2344,2020-08-22,zone_5,133
2345,2020-08-22,zone_6,248
2346,2020-08-22,zone_7,69
2347,2020-08-22,zone_8,256
2348,2020-08-22,zone_9,58
2349,2020-08-22,zone_10,69
2350,2020-08-23,zone_1,71
2351,2020-08-23,zone_2,273
2352,2020-08-23,zone_3,83
2353,2020-08-23,zone_4,147
2354,2020-08-23,zone_5,117
2355,2020-08-23,zone_6,247
2356,2020-08-23,zone_7,76
2357,2020-08-23,zone_8,289
2358,2020-08-23,zone_9,49
2359,2020-08-23,zone_10,66
2360,2020-08-24,zone_1,80
2361,2020-08-24,zone_2,238
2362,2020-08-24,zone_3,79
2363,2020-08-24,zone_4,145
2364,2020-08-24,zone_5,115
2365,2020-08-24,zone_6,251
2366,2020-08-24,zone_7,71
2367,2020-08-24,zone_8,270
2368,2020-08-24,zone_9,44
2369,2020-08-24,zone_10,83
2370,2020-08-25,zone_1,83
2371,2020-08-25,zone_2,277
2372,2020-08-25,zone_3,74
2373,2020-08-25,zone_4,156
2374,2020-08-25,zone_5,125
2375,2020-08-25,zone_6,251
2376,2020-08-25,zone_7,75
2377,2020-08-25,zone_8,274
2378,2020-08-25,zone_9,41
2379,2020-08-25,zone_10,94
2380,2020-08-26,zone_1,80
2381,2020-08-26,zone_2,248
2382,2020-08-26,zone_3,74
2383,2020-08-26,zone_4,145
2384,2020-08-26,zone_5,123
2385,2020-08-26,zone_6,272
2386,2020-08-26,zone_7,70
2387,2020-08-26,zone_8,308
2388,2020-08-26,zone_9,55
2389,2020-08-26,zone_10,66
2390,2020-08-27,zone_1,70
2391,2020-08-27,zone_2,263
2392,2020-08-27,zone_3,76
2393,2020-08-27,zone_4,146
2394,2020-08-27,zone_5,120
2395,2020-08-27,zone_6,236
2396,2020-08-27,zone_7,86
2397,2020-08-27,zone_8,297
2398,2020-08-27,zone_9,44
2399,2020-08-27,zone_10,83
2400,2020-08-28,zone_1,57
2401,2020-08-28,zone_2,287
2402,2020-08-28,zone_3,70
2403,2020-08-28,zone_4,147
2404,2020-08-28,zone_5,128
2405,2020-08-28,zone_6,241
2406,2020-08-28,zone_7,65
2407,2020-08-28,zone_8,298
2408,2020-08-28,zone_9,62
2409,2020-08-28,zone_10,75
2410,2020-08-29,zone_1,75
2411,2020-08-29,zone_2,272
2412,2020-08-29,zone_3,79
2413,2020-08-29,zone_4,160
2414,2020-08-29,zone_5,126
2415,2020-08-29,zone_6,240
2416,2020-08-29,zone_7,72
2417,2020-08-29,zone_8,273
2418,2020-08-29,zone_9,58
2419,2020-08-29,zone_10,86
2420,2020-08-30,zone_1,71
2421,2020-08-30,zone_2,251
2422,2020-08-30,zone_3,80
2423,2020-08-30,zone_4,156
2424,2020-08-30,zone_5,115
2425,2020-08-30,zone_6,247
2426,2020-08-30,zone_7,75
2427,2020-08-30,zone_8,293
2428,2020-08-30,zone_9,55
2429,2020-08-30,zone_10,88
2430,2020-08-31,zone_1,67
2431,2020-08-31,zone_2,243
2432,2020-08-31,zone_3,78
2433,2020-08-31,zone_4,153
2434,2020-08-31,zone_5,129
2435,2020-08-31,zone_6,230
2436,2020-08-31,zone_7,69
2437,2020-08-31,zone_8,258
2438,2020-08-31,zone_9,51
2439,2020-08-31,zone_10,89
2440,2020-09-01,zone_1,74
2441,2020-09-01,zone_2,259
2442,2020-09-01,zone_3,80
2443,2020-09-01,zone_4,170
2444,2020-09-01,zone_5,126
2445,2020-09-01,zone_6,271
2446,2020-09-01,zone_7,67
2447,2020-09-01,zone_8,245
2448,2020-09-01,zone_9,43
2449,2020-09-01,zone_10,81
2450,2020-09-02,zone_1,84
2451,2020-09-02,zone_2,244
2452,2020-09-02,zone_3,86
2453,2020-09-02,zone_4,145
2454,2020-09-02,zone_5,120
2455,2020-09-02,zone_6,261
2456,2020-09-02,zone_7,67
2457,2020-09-02,zone_8,288
2458,2020-09-02,zone_9,57
2459,2020-09-02,zone_10,83
2460,2020-09-03,zone_1,97
2461,2020-09-03,zone_2,268
2462,2020-09-03,zone_3,71
2463,2020-09-03,zone_4,160
2464,2020-09-03,zone_5,121
2465,2020-09-03,zone_6,268
2466,2020-09-03,zone_7,62
2467,2020-09-03,zone_8,270
2468,2020-09-03,zone_9,49
2469,2020-09-03,zone_10,76
2470,2020-09-04,zone_1,78
2471,2020-09-04,zone_2,308
2472,2020-09-04,zone_3,77
2473,2020-09-04,zone_4,166
2474,2020-09-04,zone_5,130
2475,2020-09-04,zone_6,234
2476,2020-09-04,zone_7,60
2477,2020-09-04,zone_8,322
2478,2020-09-04,zone_9,51
2479,2020-09-04,zone_10,75
2480,2020-09-05,zone_1,70
2481,2020-09-05,zone_2,256
2482,2020-09-05,zone_3,74
2483,2020-09-05,zone_4,178
2484,2020-09-05,zone_5,129
2485,2020-09-05,zone_6,286
2486,2020-09-05,zone_7,80
2487,2020-09-05,zone_8,273
2488,2020-09-05,zone_9,44
2489,2020-09-05,zone_10,72
2490,2020-09-06,zone_1,72
2491,2020-09-06,zone_2,417
2492,2020-09-06,zone_3,96
2493,2020-09-06,zone_4,167
2494,2020-09-06,zone_5,119
2495,2020-09-06,zone_6,287
2496,2020-09-06,zone_7,72
2497,2020-09-06,zone_8,443
2498,2020-09-06,zone_9,60
2499,2020-09-06,zone_10,97
2500,2020-09-07,zone_1,85
2501,2020-09-07,zone_2,248
2502,2020-09-07,zone_3,93
2503,2020-09-07,zone_4,175
2504,2020-09-07,zone_5,126
2505,2020-09-07,zone_6,254
2506,2020-09-07,zone_7,60
2507,2020-09-07,zone_8,286
2508,2020-09-07,zone_9,56
2509,2020-09-07,zone_10,73
2510,2020-09-08,zone_1,90
2511,2020-09-08,zone_2,299
2512,2020-09-08,zone_3,75
2513,2020-09-08,zone_4,155
2514,2020-09-08,zone_5,105
2515,2020-09-08,zone_6,254
2516,2020-09-08,zone_7,66
2517,2020-09-08,zone_8,314
2518,2020-09-08,zone_9,88
2519,2020-09-08,zone_10,98
2520,2020-09-09,zone_1,79
2521,2020-09-09,zone_2,279
2522,2020-09-09,zone_3,93
2523,2020-09-09,zone_4,161
2524,2020-09-09,zone_5,131
