date,zone,new_cases
2021-05-24,zone_8,1019
2021-05-24,zone_9,198
2021-05-24,zone_10,308
2021-05-25,zone_1,298
2021-05-25,zone_2,979
2021-05-25,zone_3,267
2021-05-25,zone_4,576
2021-05-25,zone_5,438
2021-05-25,zone_6,938
2021-05-25,zone_7,286
2021-05-25,zone_8,1055
2021-05-25,zone_9,220
2021-05-25,zone_10,306
2021-05-26,zone_1,285
2021-05-26,zone_2,980
2021-05-26,zone_3,299
2021-05-26,zone_4,578
2021-05-26,zone_5,456
2021-05-26,zone_6,958
2021-05-26,zone_7,281
2021-05-26,zone_8,1104
2021-05-26,zone_9,202
2021-05-26,zone_10,323
2021-05-27,zone_1,284
2021-05-27,zone_2,947
2021-05-27,zone_3,400
2021-05-27,zone_4,608
2021-05-27,zone_5,465
2021-05-27,zone_6,962
2021-05-27,zone_7,451
2021-05-27,zone_8,1108
2021-05-27,zone_9,213
2021-05-27,zone_10,313
2021-05-28,zone_1,272
2021-05-28,zone_2,1021
2021-05-28,zone_3,299
2021-05-28,zone_4,620
2021-05-28,zone_5,486
2021-05-28,zone_6,931
2021-05-28,zone_7,262
2021-05-28,zone_8,1095
2021-05-28,zone_9,225
2021-05-28,zone_10,293
2021-05-29,zone_1,278
2021-05-29,zone_2,1006
2021-05-29,zone_3,315
2021-05-29,zone_4,609
2021-05-29,zone_5,477
2021-05-29,zone_6,947
2021-05-29,zone_7,297
2021-05-29,zone_8,1100
2021-05-29,zone_9,211
2021-05-29,zone_10,324
2021-05-30,zone_1,281
2021-05-30,zone_2,1010
2021-05-30,zone_3,285
2021-05-30,zone_4,654
2021-05-30,zone_5,474
2021-05-30,zone_6,944
2021-05-30,zone_7,270
2021-05-30,zone_8,1071
2021-05-30,zone_9,207
2021-05-30,zone_10,311
2021-05-31,zone_1,290
2021-05-31,zone_2,1036
2021-05-31,zone_3,291
2021-05-31,zone_4,616
2021-05-31,zone_5,476
2021-05-31,zone_6,984
2021-05-31,zone_7,245
2021-05-31,zone_8,1070
2021-05-31,zone_9,203
2021-05-31,zone_10,306
2021-06-01,zone_1,293
2021-06-01,zone_2,1069
2021-06-01,zone_3,312
2021-06-01,zone_4,588
2021-06-01,zone_5,473
2021-06-01,zone_6,2026
2021-06-01,zone_7,243
2021-06-01,zone_8,1102
2021-06-01,zone_9,233
2021-06-01,zone_10,345
2021-06-02,zone_1,305
2021-06-02,zone_2,994
2021-06-02,zone_3,304
2021-06-02,zone_4,633
2021-06-02,zone_5,481
2021-06-02,zone_6,997
2021-06-02,zone_7,299
2021-06-02,zone_8,1131
2021-06-02,zone_9,207
2021-06-02,zone_10,315
2021-06-03,zone_1,323
2021-06-03,zone_2,1104
2021-06-03,zone_3,326
2021-06-03,zone_4,621
2021-06-03,zone_5,481
2021-06-03,zone_6,989
2021-06-03,zone_7,269
2021-06-03,zone_8,1128
2021-06-03,zone_9,184
2021-06-03,zone_10,326
2021-06-04,zone_1,274
2021-06-04,zone_2,932
2021-06-04,zone_3,325
2021-06-04,zone_4,590
2021-06-04,zone_5,468
2021-06-04,zone_6,989
2021-06-04,zone_7,299
2021-06-04,zone_8,1150
2021-06-04,zone_9,188
2021-06-04,zone_10,310
2021-06-05,zone_1,301
2021-06-05,zone_2,986
2021-06-05,zone_3,311
2021-06-05,zone_4,650
2021-06-05,zone_5,478
2021-06-05,zone_6,1079
2021-06-05,zone_7,290
2021-06-05,zone_8,1124
2021-06-05,zone_9,212
2021-06-05,zone_10,335
2021-06-06,zone_1,309
2021-06-06,zone_2,1048
2021-06-06,zone_3,316
2021-06-06,zone_4,590
2021-06-06,zone_5,471
2021-06-06,zone_6,981
2021-06-06,zone_7,315
2021-06-06,zone_8,1131
2021-06-06,zone_9,191
2021-06-06,zone_10,571
2021-06-07,zone_1,314
2021-06-07,zone_2,1060
2021-06-07,zone_3,323
2021-06-07,zone_4,658
2021-06-07,zone_5,497
2021-06-07,zone_6,1055
2021-06-07,zone_7,276
2021-06-07,zone_8,1124
2021-06-07,zone_9,192
2021-06-07,zone_10,348
2021-06-08,zone_1,299
2021-06-08,zone_2,1010
2021-06-08,zone_3,341
2021-06-08,zone_4,629
2021-06-08,zone_5,476
2021-06-08,zone_6,1004
2021-06-08,zone_7,270
2021-06-08,zone_8,1154
2021-06-08,zone_9,197
2021-06-08,zone_10,322
2021-06-09,zone_1,298
2021-06-09,zone_2,1102
2021-06-09,zone_3,296
2021-06-09,zone_4,627
2021-06-09,zone_5,465
2021-06-09,zone_6,1038
2021-06-09,zone_7,297
2021-06-09,zone_8,1158
2021-06-09,zone_9,210
2021-06-09,zone_10,347
2021-06-10,zone_1,327
2021-06-10,zone_2,1094
2021-06-10,zone_3,318
2021-06-10,zone_4,630
2021-06-10,zone_5,481
2021-06-10,zone_6,1029
2021-06-10,zone_7,319
2021-06-10,zone_8,1165
2021-06-10,zone_9,204
2021-06-10,zone_10,327
2021-06-11,zone_1,298
2021-06-11,zone_2,1038
2021-06-11,zone_3,329
2021-06-11,zone_4,659
2021-06-11,zone_5,524
2021-06-11,zone_6,1031
2021-06-11,zone_7,278
2021-06-11,zone_8,1175
2021-06-11,zone_9,213
2021-06-11,zone_10,327
2021-06-12,zone_1,333
2021-06-12,zone_2,1056
2021-06-12,zone_3,317
2021-06-12,zone_4,650
2021-06-12,zone_5,507
2021-06-12,zone_6,1047
2021-06-12,zone_7,284
2021-06-12,zone_8,1098
2021-06-12,zone_9,218
2021-06-12,zone_10,320
2021-06-13,zone_1,298
2021-06-13,zone_2,1078
2021-06-13,zone_3,326
2021-06-13,zone_4,658
2021-06-13,zone_5,526
2021-06-13,zone_6,1067
2021-06-13,zone_7,275
2021-06-13,zone_8,1217
2021-06-13,zone_9,187
2021-06-13,zone_10,368
2021-06-14,zone_1,318
2021-06-14,zone_2,1149
2021-06-14,zone_3,321
2021-06-14,zone_4,695
2021-06-14,zone_5,512
2021-06-14,zone_6,1082
2021-06-14,zone_7,292
2021-06-14,zone_8,1179
2021-06-14,zone_9,236
2021-06-14,zone_10,334
2021-06-15,zone_1,323
2021-06-15,zone_2,1104
2021-06-15,zone_3,325
2021-06-15,zone_4,644
2021-06-15,zone_5,468
2021-06-15,zone_6,1084
2021-06-15,zone_7,269
2021-06-15,zone_8,1170
2021-06-15,zone_9,237
2021-06-15,zone_10,316
2021-06-16,zone_1,283
2021-06-16,zone_2,1071
2021-06-16,zone_3,328
2021-06-16,zone_4,635
2021-06-16,zone_5,530
2021-06-16,zone_6,1103
2021-06-16,zone_7,474
2021-06-16,zone_8,1213
2021-06-16,zone_9,232
2021-06-16,zone_10,347
2021-06-17,zone_1,330
2021-06-17,zone_2,1093
2021-06-17,zone_3,314
2021-06-17,zone_4,697
2021-06-17,zone_5,546
2021-06-17,zone_6,1053
2021-06-17,zone_7,290
2021-06-17,zone_8,1215
2021-06-17,zone_9,235
2021-06-17,zone_10,341
2021-06-18,zone_1,307
2021-06-18,zone_2,1110
2021-06-18,zone_3,344
2021-06-18,zone_4,669
2021-06-18,zone_5,530
2021-06-18,zone_6,1035
2021-06-18,zone_7,314
2021-06-18,zone_8,1251
2021-06-18,zone_9,221
2021-06-18,zone_10,347
2021-06-19,zone_1,331
2021-06-19,zone_2,1162
2021-06-19,zone_3,358
2021-06-19,zone_4,621
2021-06-19,zone_5,519
2021-06-19,zone_6,1115
2021-06-19,zone_7,291
2021-06-19,zone_8,1162
2021-06-19,zone_9,226
2021-06-19,zone_10,332
2021-06-20,zone_1,328
2021-06-20,zone_2,1113
2021-06-20,zone_3,328
2021-06-20,zone_4,680
2021-06-20,zone_5,525
2021-06-20,zone_6,1078
2021-06-20,zone_7,312
2021-06-20,zone_8,1210
2021-06-20,zone_9,223
2021-06-20,zone_10,339
2021-06-21,zone_1,350
2021-06-21,zone_2,1115
2021-06-21,zone_3,329
2021-06-21,zone_4,700
2021-06-21,zone_5,537
2021-06-21,zone_6,1084
2021-06-21,zone_7,443
2021-06-21,zone_8,1250
2021-06-21,zone_9,242
2021-06-21,zone_10,345
2021-06-22,zone_1,310
2021-06-22,zone_2,1196
2021-06-22,zone_3,367
2021-06-22,zone_4,677
2021-06-22,zone_5,560
2021-06-22,zone_6,1066
2021-06-22,zone_7,276
2021-06-22,zone_8,1284
2021-06-22,zone_9,215
2021-06-22,zone_10,353
2021-06-23,zone_1,338
2021-06-23,zone_2,1177
2021-06-23,zone_3,347
2021-06-23,zone_4,713
2021-06-23,zone_5,482
2021-06-23,zone_6,1085
2021-06-23,zone_7,284
2021-06-23,zone_8,1250
2021-06-23,zone_9,213
2021-06-23,zone_10,367
2021-06-24,zone_1,312
2021-06-24,zone_2,1129
2021-06-24,zone_3,334
2021-06-24,zone_4,679
2021-06-24,zone_5,520
2021-06-24,zone_6,1113
2021-06-24,zone_7,294
2021-06-24,zone_8,1235
2021-06-24,zone_9,212
2021-06-24,zone_10,342
2021-06-25,zone_1,301
2021-06-25,zone_2,1184
2021-06-25,zone_3,317
2021-06-25,zone_4,690
2021-06-25,zone_5,550
2021-06-25,zone_6,1098
2021-06-25,zone_7,356
2021-06-25,zone_8,1242
2021-06-25,zone_9,248
2021-06-25,zone_10,352
2021-06-26,zone_1,354
2021-06-26,zone_2,1244
2021-06-26,zone_3,356
2021-06-26,zone_4,734
2021-06-26,zone_5,540
2021-06-26,zone_6,1097
2021-06-26,zone_7,314
2021-06-26,zone_8,1284
2021-06-26,zone_9,242
2021-06-26,zone_10,367
2021-06-27,zone_1,322
2021-06-27,zone_2,1128
2021-06-27,zone_3,367
2021-06-27,zone_4,698
2021-06-27,zone_5,562
2021-06-27,zone_6,1128
2021-06-27,zone_7,335
2021-06-27,zone_8,1300
2021-06-27,zone_9,271
2021-06-27,zone_10,385
2021-06-28,zone_1,301
2021-06-28,zone_2,1171
2021-06-28,zone_3,344
2021-06-28,zone_4,693
2021-06-28,zone_5,555
2021-06-28,zone_6,1202
2021-06-28,zone_7,339
2021-06-28,zone_8,1279
2021-06-28,zone_9,230
2021-06-28,zone_10,374
2021-06-29,zone_1,323
2021-06-29,zone_2,1187
2021-06-29,zone_3,374
2021-06-29,zone_4,716
2021-06-29,zone_5,498
2021-06-29,zone_6,1174
2021-06-29,zone_7,320
2021-06-29,zone_8,1327
2021-06-29,zone_9,239
2021-06-29,zone_10,373
2021-06-30,zone_1,345
2021-06-30,zone_2,1209
2021-06-30,zone_3,369
2021-06-30,zone_4,722
2021-06-30,zone_5,546
2021-06-30,zone_6,1114
2021-06-30,zone_7,313
2021-06-30,zone_8,1271
2021-06-30,zone_9,245
2021-06-30,zone_10,344
2021-07-01,zone_1,340
2021-07-01,zone_2,1222
2021-07-01,zone_3,350
2021-07-01,zone_4,679
2021-07-01,zone_5,555
2021-07-01,zone_6,1140
2021-07-01,zone_7,327
2021-07-01,zone_8,1290
2021-07-01,zone_9,260
2021-07-01,zone_10,364
2021-07-02,zone_1,360
2021-07-02,zone_2,1153
2021-07-02,zone_3,360
2021-07-02,zone_4,684
2021-07-02,zone_5,569
2021-07-02,zone_6,1143
2021-07-02,zone_7,328
2021-07-02,zone_8,1280
2021-07-02,zone_9,263
2021-07-02,zone_10,361
2021-07-03,zone_1,330
2021-07-03,zone_2,1183
2021-07-03,zone_3,350
2021-07-03,zone_4,698
2021-07-03,zone_5,501
2021-07-03,zone_6,1141
2021-07-03,zone_7,307
2021-07-03,zone_8,1320
2021-07-03,zone_9,241
2021-07-03,zone_10,379
2021-07-04,zone_1,370
2021-07-04,zone_2,1248
2021-07-04,zone_3,336
2021-07-04,zone_4,781
2021-07-04,zone_5,529
2021-07-04,zone_6,1211
2021-07-04,zone_7,337
2021-07-04,zone_8,1284
2021-07-04,zone_9,225
2021-07-04,zone_10,369
2021-07-05,zone_1,339
2021-07-05,zone_2,1250
2021-07-05,zone_3,377
2021-07-05,zone_4,705
2021-07-05,zone_5,555
2021-07-05,zone_6,2165
2021-07-05,zone_7,318
2021-07-05,zone_8,1254
2021-07-05,zone_9,249
2021-07-05,zone_10,409
2021-07-06,zone_1,333
2021-07-06,zone_2,1248
2021-07-06,zone_3,398
2021-07-06,zone_4,744
2021-07-06,zone_5,567
2021-07-06,zone_6,1127
2021-07-06,zone_7,321
2021-07-06,zone_8,1293
2021-07-06,zone_9,244
2021-07-06,zone_10,398
2021-07-07,zone_1,346
2021-07-07,zone_2,1197
2021-07-07,zone_3,379
2021-07-07,zone_4,764
2021-07-07,zone_5,589
2021-07-07,zone_6,1172
2021-07-07,zone_7,336
2021-07-07,zone_8,1317
2021-07-07,zone_9,246
2021-07-07,zone_10,387
2021-07-08,zone_1,367
2021-07-08,zone_2,1181
2021-07-08,zone_3,346
2021-07-08,zone_4,747
2021-07-08,zone_5,574
2021-07-08,zone_6,1231
2021-07-08,zone_7,349
2021-07-08,zone_8,1310
2021-07-08,zone_9,242
2021-07-08,zone_10,399
2021-07-09,zone_1,375
2021-07-09,zone_2,1240
2021-07-09,zone_3,391
2021-07-09,zone_4,663
2021-07-09,zone_5,576
2021-07-09,zone_6,1205
2021-07-09,zone_7,363
2021-07-09,zone_8,1396
2021-07-09,zone_9,240
2021-07-09,zone_10,359
2021-07-10,zone_1,361
2021-07-10,zone_2,1273
2021-07-10,zone_3,361
2021-07-10,zone_4,745
2021-07-10,zone_5,601
2021-07-10,zone_6,1220
2021-07-10,zone_7,355
2021-07-10,zone_8,1321
2021-07-10,zone_9,263
2021-07-10,zone_10,381
2021-07-11,zone_1,374
2021-07-11,zone_2,1259
2021-07-11,zone_3,433
2021-07-11,zone_4,770
2021-07-11,zone_5,608
2021-07-11,zone_6,1179
2021-07-11,zone_7,327
2021-07-11,zone_8,1361
2021-07-11,zone_9,222
2021-07-11,zone_10,370
2021-07-12,zone_1,349
2021-07-12,zone_2,1274
2021-07-12,zone_3,386
2021-07-12,zone_4,740
2021-07-12,zone_5,623
2021-07-12,zone_6,1288
2021-07-12,zone_7,346
2021-07-12,zone_8,1386
2021-07-12,zone_9,219
2021-07-12,zone_10,380
2021-07-13,zone_1,359
2021-07-13,zone_2,1189
2021-07-13,zone_3,360
2021-07-13,zone_4,1062
2021-07-13,zone_5,602
2021-07-13,zone_6,1274
2021-07-13,zone_7,508
2021-07-13,zone_8,1375
2021-07-13,zone_9,264
2021-07-13,zone_10,428
2021-07-14,zone_1,363
2021-07-14,zone_2,1247
2021-07-14,zone_3,386
2021-07-14,zone_4,754
2021-07-14,zone_5,589
2021-07-14,zone_6,1260
2021-07-14,zone_7,331
2021-07-14,zone_8,1390
2021-07-14,zone_9,271
2021-07-14,zone_10,388
2021-07-15,zone_1,322
2021-07-15,zone_2,2201
2021-07-15,zone_3,378
2021-07-15,zone_4,787
2021-07-15,zone_5,610
2021-07-15,zone_6,1225
2021-07-15,zone_7,343
2021-07-15,zone_8,1399
2021-07-15,zone_9,307
2021-07-15,zone_10,403
2021-07-16,zone_1,365
2021-07-16,zone_2,1323
2021-07-16,zone_3,394
2021-07-16,zone_4,744
2021-07-16,zone_5,599
2021-07-16,zone_6,1209
2021-07-16,zone_7,341
2021-07-16,zone_8,2660
2021-07-16,zone_9,274
2021-07-16,zone_10,404
2021-07-17,zone_1,347
2021-07-17,zone_2,1276
2021-07-17,zone_3,389
2021-07-17,zone_4,754
2021-07-17,zone_5,623
2021-07-17,zone_6,1174
2021-07-17,zone_7,348
2021-07-17,zone_8,1342
2021-07-17,zone_9,269
2021-07-17,zone_10,392
2021-07-18,zone_1,401
2021-07-18,zone_2,1278
2021-07-18,zone_3,770
2021-07-18,zone_4,786
2021-07-18,zone_5,590
2021-07-18,zone_6,2217
2021-07-18,zone_7,343
2021-07-18,zone_8,1397
2021-07-18,zone_9,256
2021-07-18,zone_10,374
2021-07-19,zone_1,415
2021-07-19,zone_2,1319
2021-07-19,zone_3,424
2021-07-19,zone_4,827
2021-07-19,zone_5,581
2021-07-19,zone_6,1246
2021-07-19,zone_7,352
2021-07-19,zone_8,1396
2021-07-19,zone_9,238
2021-07-19,zone_10,400
2021-07-20,zone_1,384
2021-07-20,zone_2,1340
2021-07-20,zone_3,412
2021-07-20,zone_4,795
2021-07-20,zone_5,616
2021-07-20,zone_6,1324
2021-07-20,zone_7,347
2021-07-20,zone_8,1394
2021-07-20,zone_9,268
2021-07-20,zone_10,404
2021-07-21,zone_1,376
2021-07-21,zone_2,1319
2021-07-21,zone_3,400
2021-07-21,zone_4,771
2021-07-21,zone_5,621
2021-07-21,zone_6,1243
2021-07-21,zone_7,370
2021-07-21,zone_8,1367
2021-07-21,zone_9,287
2021-07-21,zone_10,405
2021-07-22,zone_1,366
2021-07-22,zone_2,1272
2021-07-22,zone_3,394
2021-07-22,zone_4,1241
2021-07-22,zone_5,568
2021-07-22,zone_6,1328
2021-07-22,zone_7,340
2021-07-22,zone_8,1342
2021-07-22,zone_9,283
2021-07-22,zone_10,424
2021-07-23,zone_1,362
2021-07-23,zone_2,1301
2021-07-23,zone_3,378
2021-07-23,zone_4,771
2021-07-23,zone_5,649
2021-07-23,zone_6,1361
2021-07-23,zone_7,370
2021-07-23,zone_8,1382
2021-07-23,zone_9,272
2021-07-23,zone_10,462
2021-07-24,zone_1,384
2021-07-24,zone_2,1359
2021-07-24,zone_3,391
2021-07-24,zone_4,804
2021-07-24,zone_5,662
2021-07-24,zone_6,1298
2021-07-24,zone_7,353
2021-07-24,zone_8,1423
2021-07-24,zone_9,248
2021-07-24,zone_10,386
2021-07-25,zone_1,395
2021-07-25,zone_2,1310
2021-07-25,zone_3,438
2021-07-25,zone_4,802
2021-07-25,zone_5,631
2021-07-25,zone_6,1323
2021-07-25,zone_7,391
2021-07-25,zone_8,1401
2021-07-25,zone_9,261
2021-07-25,zone_10,397
2021-07-26,zone_1,377
2021-07-26,zone_2,1357
2021-07-26,zone_3,387
2021-07-26,zone_4,909
2021-07-26,zone_5,625
2021-07-26,zone_6,1377
2021-07-26,zone_7,333
2021-07-26,zone_8,1500
2021-07-26,zone_9,271
2021-07-26,zone_10,413
2021-07-27,zone_1,408
2021-07-27,zone_2,1369
2021-07-27,zone_3,345
2021-07-27,zone_4,809
2021-07-27,zone_5,648
2021-07-27,zone_6,1247
2021-07-27,zone_7,382
2021-07-27,zone_8,1447
2021-07-27,zone_9,286
2021-07-27,zone_10,432
2021-07-28,zone_1,404
2021-07-28,zone_2,1369
2021-07-28,zone_3,414
2021-07-28,zone_4,825
2021-07-28,zone_5,629
2021-07-28,zone_6,1307
2021-07-28,zone_7,345
2021-07-28,zone_8,1478
2021-07-28,zone_9,266
2021-07-28,zone_10,419
2021-07-29,zone_1,411
2021-07-29,zone_2,1344
2021-07-29,zone_3,415
2021-07-29,zone_4,815
2021-07-29,zone_5,620
2021-07-29,zone_6,1338
2021-07-29,zone_7,399
2021-07-29,zone_8,1470
2021-07-29,zone_9,268
2021-07-29,zone_10,387
2021-07-30,zone_1,393
2021-07-30,zone_2,1425
2021-07-30,zone_3,390
2021-07-30,zone_4,824
2021-07-30,zone_5,615
2021-07-30,zone_6,1339
2021-07-30,zone_7,378
2021-07-30,zone_8,1421
2021-07-30,zone_9,287
2021-07-30,zone_10,409
2021-07-31,zone_1,392
2021-07-31,zone_2,1363
2021-07-31,zone_3,391
2021-07-31,zone_4,871
2021-07-31,zone_5,622
2021-07-31,zone_6,1294
2021-07-31,zone_7,396
2021-07-31,zone_8,1459
2021-07-31,zone_9,273
2021-07-31,zone_10,421
2021-08-01,zone_1,391
2021-08-01,zone_2,1412
2021-08-01,zone_3,428
2021-08-01,zone_4,852
2021-08-01,zone_5,640
2021-08-01,zone_6,1366
2021-08-01,zone_7,413
2021-08-01,zone_8,1463
2021-08-01,zone_9,241
2021-08-01,zone_10,443
2021-08-02,zone_1,437
2021-08-02,zone_2,1358
2021-08-02,zone_3,448
2021-08-02,zone_4,838
2021-08-02,zone_5,664
2021-08-02,zone_6,1328
2021-08-02,zone_7,357
2021-08-02,zone_8,1561
2021-08-02,zone_9,252
2021-08-02,zone_10,426
2021-08-03,zone_1,407
2021-08-03,zone_2,1370
2021-08-03,zone_3,437
2021-08-03,zone_4,867
2021-08-03,zone_5,658
2021-08-03,zone_6,1310
2021-08-03,zone_7,372
2021-08-03,zone_8,1505
2021-08-03,zone_9,266
2021-08-03,zone_10,423
2021-08-04,zone_1,417
2021-08-04,zone_2,1343
2021-08-04,zone_3,439
2021-08-04,zone_4,832
2021-08-04,zone_5,678
2021-08-04,zone_6,1396
2021-08-04,zone_7,364
2021-08-04,zone_8,1537
2021-08-04,zone_9,310
2021-08-04,zone_10,439
2021-08-05,zone_1,402
2021-08-05,zone_2,1470
2021-08-05,zone_3,396
2021-08-05,zone_4,820
2021-08-05,zone_5,674
2021-08-05,zone_6,1386
2021-08-05,zone_7,411
2021-08-05,zone_8,1458
2021-08-05,zone_9,289
2021-08-05,zone_10,408
2021-08-06,zone_1,435
2021-08-06,zone_2,1433
2021-08-06,zone_3,863
2021-08-06,zone_4,893
2021-08-06,zone_5,708
2021-08-06,zone_6,1368
2021-08-06,zone_7,381
2021-08-06,zone_8,1438
2021-08-06,zone_9,270
2021-08-06,zone_10,422
2021-08-07,zone_1,410
2021-08-07,zone_2,1418
2021-08-07,zone_3,433
2021-08-07,zone_4,861
2021-08-07,zone_5,628
2021-08-07,zone_6,1442
2021-08-07,zone_7,377
2021-08-07,zone_8,1516
2021-08-07,zone_9,295
2021-08-07,zone_10,440
2021-08-08,zone_1,414
2021-08-08,zone_2,1461
2021-08-08,zone_3,424
2021-08-08,zone_4,910
2021-08-08,zone_5,679
2021-08-08,zone_6,1305
2021-08-08,zone_7,387
2021-08-08,zone_8,1568
2021-08-08,zone_9,278
2021-08-08,zone_10,436
2021-08-09,zone_1,408
2021-08-09,zone_2,1468
2021-08-09,zone_3,435
2021-08-09,zone_4,826
2021-08-09,zone_5,678
2021-08-09,zone_6,1448
2021-08-09,zone_7,394
2021-08-09,zone_8,1571
2021-08-09,zone_9,274
2021-08-09,zone_10,490
2021-08-10,zone_1,423
2021-08-10,zone_2,1465
2021-08-10,zone_3,436
2021-08-10,zone_4,921
2021-08-10,zone_5,662
2021-08-10,zone_6,1385
2021-08-10,zone_7,390
2021-08-10,zone_8,1563
2021-08-10,zone_9,283
2021-08-10,zone_10,469
2021-08-11,zone_1,397
2021-08-11,zone_2,1415
2021-08-11,zone_3,443
2021-08-11,zone_4,899
2021-08-11,zone_5,631
2021-08-11,zone_6,1396
2021-08-11,zone_7,399
2021-08-11,zone_8,1602
2021-08-11,zone_9,305
2021-08-11,zone_10,458
2021-08-12,zone_1,387
2021-08-12,zone_2,1438
2021-08-12,zone_3,433
2021-08-12,zone_4,950
2021-08-12,zone_5,655
2021-08-12,zone_6,1423
2021-08-12,zone_7,369
2021-08-12,zone_8,1554
2021-08-12,zone_9,285
2021-08-12,zone_10,424
2021-08-13,zone_1,420
2021-08-13,zone_2,1523
2021-08-13,zone_3,412
2021-08-13,zone_4,841
2021-08-13,zone_5,663
2021-08-13,zone_6,1404
2021-08-13,zone_7,416
2021-08-13,zone_8,1683
2021-08-13,zone_9,335
2021-08-13,zone_10,436
2021-08-14,zone_1,410
2021-08-14,zone_2,1465
2021-08-14,zone_3,450
2021-08-14,zone_4,889
2021-08-14,zone_5,660
2021-08-14,zone_6,1431
2021-08-14,zone_7,410
2021-08-14,zone_8,1632
2021-08-14,zone_9,297
2021-08-14,zone_10,468
2021-08-15,zone_1,394
2021-08-15,zone_2,1502
2021-08-15,zone_3,469
2021-08-15,zone_4,1287
2021-08-15,zone_5,651
2021-08-15,zone_6,1433
2021-08-15,zone_7,396
2021-08-15,zone_8,1642
2021-08-15,zone_9,303
2021-08-15,zone_10,457
2021-08-16,zone_1,382
2021-08-16,zone_2,1454
2021-08-16,zone_3,440
2021-08-16,zone_4,862
2021-08-16,zone_5,690
2021-08-16,zone_6,1423
2021-08-16,zone_7,414
2021-08-16,zone_8,1593
2021-08-16,zone_9,302
2021-08-16,zone_10,429
2021-08-17,zone_1,447
2021-08-17,zone_2,1542
2021-08-17,zone_3,483
2021-08-17,zone_4,931
2021-08-17,zone_5,685
2021-08-17,zone_6,1512
2021-08-17,zone_7,414
2021-08-17,zone_8,1738
2021-08-17,zone_9,330
2021-08-17,zone_10,467
2021-08-18,zone_1,471
2021-08-18,zone_2,1526
2021-08-18,zone_3,449
2021-08-18,zone_4,930
2021-08-18,zone_5,674
2021-08-18,zone_6,1448
2021-08-18,zone_7,396
2021-08-18,zone_8,1633
2021-08-18,zone_9,303
2021-08-18,zone_10,481
2021-08-19,zone_1,445
2021-08-19,zone_2,1529
2021-08-19,zone_3,490
2021-08-19,zone_4,898
2021-08-19,zone_5,744
2021-08-19,zone_6,1461
2021-08-19,zone_7,414
2021-08-19,zone_8,1648
2021-08-19,zone_9,274
2021-08-19,zone_10,471
2021-08-20,zone_1,451
2021-08-20,zone_2,1545
2021-08-20,zone_3,482
2021-08-20,zone_4,867
2021-08-20,zone_5,733
2021-08-20,zone_6,1431
2021-08-20,zone_7,425
2021-08-20,zone_8,1612
2021-08-20,zone_9,276
2021-08-20,zone_10,478
2021-08-21,zone_1,439
2021-08-21,zone_2,1510
2021-08-21,zone_3,472
2021-08-21,zone_4,905
2021-08-21,zone_5,711
2021-08-21,zone_6,1409
2021-08-21,zone_7,411
2021-08-21,zone_8,1675
2021-08-21,zone_9,308
2021-08-21,zone_10,453
2021-08-22,zone_1,397
2021-08-22,zone_2,1560
2021-08-22,zone_3,466
2021-08-22,zone_4,1003
2021-08-22,zone_5,717
2021-08-22,zone_6,1462
2021-08-22,zone_7,426
2021-08-22,zone_8,1568
2021-08-22,zone_9,329
2021-08-22,zone_10,470
2021-08-23,zone_1,429
2021-08-23,zone_2,1589
2021-08-23,zone_3,448
2021-08-23,zone_4,920
2021-08-23,zone_5,704
2021-08-23,zone_6,1547
2021-08-23,zone_7,409
2021-08-23,zone_8,1707
2021-08-23,zone_9,312
2021-08-23,zone_10,470
2021-08-24,zone_1,470
2021-08-24,zone_2,1570
2021-08-24,zone_3,473
2021-08-24,zone_4,979
2021-08-24,zone_5,673
2021-08-24,zone_6,1486
2021-08-24,zone_7,419
2021-08-24,zone_8,1652
2021-08-24,zone_9,333
2021-08-24,zone_10,513
2021-08-25,zone_1,432
2021-08-25,zone_2,1535
2021-08-25,zone_3,489
2021-08-25,zone_4,995
2021-08-25,zone_5,745
2021-08-25,zone_6,1443
2021-08-25,zone_7,436
2021-08-25,zone_8,1715
2021-08-25,zone_9,316
2021-08-25,zone_10,465
2021-08-26,zone_1,444
2021-08-26,zone_2,1596
2021-08-26,zone_3,480
2021-08-26,zone_4,996
2021-08-26,zone_5,696
2021-08-26,zone_6,1529
2021-08-26,zone_7,446
2021-08-26,zone_8,1679
2021-08-26,zone_9,318
2021-08-26,zone_10,469
2021-08-27,zone_1,483
2021-08-27,zone_2,1524
2021-08-27,zone_3,461
2021-08-27,zone_4,964
2021-08-27,zone_5,733
2021-08-27,zone_6,1502
2021-08-27,zone_7,404
2021-08-27,zone_8,1707
2021-08-27,zone_9,292
2021-08-27,zone_10,482
2021-08-28,zone_1,462
2021-08-28,zone_2,1630
2021-08-28,zone_3,464
2021-08-28,zone_4,966
2021-08-28,zone_5,727
2021-08-28,zone_6,1581
2021-08-28,zone_7,404
2021-08-28,zone_8,1728
2021-08-28,zone_9,357
2021-08-28,zone_10,484
2021-08-29,zone_1,473
2021-08-29,zone_2,1623
2021-08-29,zone_3,488
2021-08-29,zone_4,948
2021-08-29,zone_5,751
2021-08-29,zone_6,1544
2021-08-29,zone_7,396
2021-08-29,zone_8,1711
2021-08-29,zone_9,326
2021-08-29,zone_10,516
2021-08-30,zone_1,440
2021-08-30,zone_2,1624
2021-08-30,zone_3,447
2021-08-30,zone_4,1023
2021-08-30,zone_5,759
2021-08-30,zone_6,1562
